Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,student_id
1,1,2,9773,1,132.0,124.3,1,0,1,0,0,19,0,6,5,12.2,6,5,10.8,JJI-01408
1,1,2,9773,1,122.0,126.9,1,0,1,0,1,19,0,6,4,11.0,6,3,11.666666666666666,JJI-01414
1,1,3,9147,1,127.0,123.5,1,0,1,0,1,19,0,5,5,11.6,5,3,12.666666666666666,JJI-01422
1,1,2,9130,1,140.0,129.5,1,0,1,0,0,18,0,5,4,13.5,5,5,13.4,JJI-01425
1,1,1,9254,1,143.0,133.2,1,0,1,0,0,19,0,6,5,13.4,6,2,13.5,JJI-01428
3,17,1,9238,1,138.0,133.5,1,0,1,0,1,21,0,6,3,10.2,6,4,12.25,JJI-01429
1,1,3,9254,1,129.0,122.0,1,0,1,0,1,18,0,6,6,10.833333333333334,6,5,11.0,JJI-01433
1,1,2,9500,1,130.0,125.1,1,0,1,0,1,18,0,7,6,12.816666666666668,8,6,12.875,JJI-01435
1,15,1,9119,1,160.0,160.0,0,1,1,0,0,19,1,6,2,13.5,5,2,11.0,JJI-01437
1,1,1,9119,1,121.0,114.0,0,0,1,1,0,20,0,5,4,11.6,5,4,12.25,JJI-01455
1,1,1,9147,1,123.0,117.8,0,0,1,1,0,20,0,5,5,12.0,5,4,13.0,JJI-01457
1,1,6,9500,1,122.0,114.3,1,0,1,1,0,18,0,7,6,13.976666666666668,8,6,12.041666666666666,JJI-01458
1,1,1,9670,1,136.0,129.7,1,0,1,1,0,19,0,6,4,12.5,6,1,10.0,JJI-01459
1,1,3,9670,1,121.0,122.4,1,0,1,1,0,19,0,5,3,11.666666666666666,5,4,12.0,JJI-01463
1,17,2,9254,1,135.0,135.0,1,0,1,1,0,20,0,6,6,11.833333333333334,6,5,10.4,JJI-01465
2,17,5,9119,1,126.0,122.9,1,0,1,1,0,21,0,5,4,13.2,5,4,14.25,JJI-01468
1,17,1,9147,1,120.0,124.2,1,0,1,1,0,18,0,5,5,12.0,5,4,11.4,JJI-01471
1,44,1,9003,1,130.0,130.0,1,0,1,1,0,20,0,6,4,11.6,6,5,11.5,JJI-01472
1,17,1,9119,1,131.0,123.7,1,0,1,1,0,20,0,5,4,12.0,5,2,12.5,JJI-01475
1,17,1,9670,1,133.1,96.0,1,0,1,0,1,25,0,6,6,11.285714285714286,6,5,12.2,JJI-01488
4,39,1,9003,1,140.0,150.0,0,0,1,1,0,28,0,6,5,12.0,6,6,12.333333333333334,JJI-01499
2,39,1,9500,1,130.0,163.7,0,0,1,0,0,35,0,7,5,13.34,7,5,10.84,JJI-01504
1,39,1,9500,1,130.0,130.0,0,0,1,0,0,27,0,8,7,12.457142857142856,8,7,12.457142857142856,JJI-01505
1,39,1,9991,0,160.0,160.0,0,0,1,0,1,31,1,5,4,10.5,5,4,10.5,JJI-01507
2,39,1,9991,0,133.1,150.0,0,0,1,1,0,47,0,5,4,10.0,5,4,12.5,JJI-01512
1,1,1,171,1,133.0,141.4,0,0,1,1,1,20,0,0,0,0.0,0,0,0.0,JJI-01519
1,1,1,171,1,134.0,141.7,1,0,1,1,0,18,0,0,0,0.0,0,0,0.0,JJI-01525
4,39,1,9003,1,133.1,100.7,0,0,1,0,0,39,0,6,2,13.0,6,3,13.0,JJI-01531
1,7,1,9119,1,180.0,180.0,0,1,1,1,0,30,0,5,4,14.5,5,3,16.2,JJI-01534
2,44,1,9991,0,140.0,140.0,0,0,1,0,0,41,0,6,4,12.25,7,6,12.5,JJI-01536
1,18,1,9773,1,125.0,122.2,0,0,0,0,0,18,0,6,5,12.6,6,5,11.8,JJI-01547
1,17,1,9147,1,139.0,143.6,1,1,1,1,0,18,0,5,0,0.0,5,0,0.0,JJI-01558
1,15,1,33,1,133.1,100.0,0,0,1,1,0,20,1,7,7,12.857142857142858,7,4,12.75,JJI-01561
1,17,1,9130,1,137.0,130.0,1,0,1,0,0,21,0,6,5,13.6,6,4,14.25,JJI-01562
1,44,1,9130,1,140.0,140.0,1,1,0,0,0,20,0,6,3,12.0,6,2,11.0,JJI-01564
1,17,4,9085,1,106.0,106.0,0,0,1,0,0,20,0,6,6,13.166666666666666,6,4,14.0,JJI-01565
1,15,1,9556,1,137.0,137.0,0,1,1,0,0,19,1,7,0,0.0,7,2,11.666666666666666,JJI-01569
2,1,1,8014,0,121.0,114.4,1,0,1,0,0,45,0,12,12,14.0,7,7,13.857142857142858,JJI-01571
1,39,1,9991,0,100.0,120.7,0,0,1,0,0,28,0,5,4,11.25,5,4,13.0,JJI-01578
1,16,1,171,1,158.0,164.3,1,0,1,1,1,18,0,0,0,0.0,0,0,0.0,JJI-01580
1,16,2,9070,1,133.0,122.5,1,0,1,0,0,18,0,6,1,11.0,6,4,11.0,JJI-01582
1,1,1,9147,1,132.0,131.3,1,0,1,0,0,18,0,5,4,12.0,5,4,12.25,JJI-01587
1,17,2,9119,1,133.1,117.0,1,0,1,1,0,21,0,5,5,11.166666666666666,5,3,10.8,JJI-01588
1,1,4,9147,1,120.0,122.8,1,0,1,1,0,18,0,5,4,11.5,5,2,10.333333333333334,JJI-01593
1,17,1,9147,1,118.0,118.4,1,0,1,1,0,19,0,5,2,10.5,5,4,11.75,JJI-01595
1,1,1,9670,1,127.0,128.1,0,0,1,1,0,19,0,5,4,12.5,5,4,11.0,JJI-01596
1,1,2,9500,1,133.1,99.0,1,0,1,1,0,22,0,7,6,12.833333333333334,8,6,12.5,JJI-01597
1,17,6,9670,1,110.0,111.3,0,0,1,1,0,21,0,6,6,12.285714285714286,6,4,14.25,JJI-01602
1,1,2,9254,1,125.0,121.5,1,0,1,1,0,18,0,6,5,11.0,6,3,10.333333333333334,JJI-01603
1,53,1,9003,1,130.0,130.0,1,1,1,1,0,20,0,12,11,12.545454545454543,10,8,11.625,JJI-01606
1,17,1,9773,1,128.0,125.2,1,0,1,1,0,18,0,6,6,12.666666666666666,6,5,13.6,JJI-01609
1,16,5,9085,1,134.0,123.9,1,0,1,1,0,18,0,5,5,13.0,5,5,12.4,JJI-01612
1,43,1,8014,0,130.0,100.0,0,0,1,1,0,54,0,13,13,13.307692307692308,11,11,12.818181818181818,JJI-01634
1,1,1,9500,1,141.0,124.3,0,0,1,0,0,19,0,8,7,14.514285714285714,8,7,14.514285714285714,JJI-01651
1,7,1,9991,0,120.0,120.0,0,0,1,0,0,27,0,5,5,15.2,5,5,14.0,JJI-01653
1,1,2,9085,1,130.0,129.0,0,0,1,0,0,20,0,5,4,11.75,5,2,10.5,JJI-01658
1,1,1,171,1,136.0,152.5,1,0,1,0,0,20,0,0,0,0.0,0,0,0.0,JJI-01660
1,1,1,9773,1,150.0,138.1,1,0,1,0,0,19,0,6,6,14.0,6,5,15.0,JJI-01666
1,39,1,9991,0,133.1,127.7,0,0,1,0,0,25,0,5,4,12.5,5,4,11.0,JJI-01671
1,1,1,9119,1,128.0,124.5,1,0,1,1,0,19,0,5,3,10.666666666666666,5,2,14.0,JJI-01681
1,1,1,9773,1,117.0,109.3,0,0,1,1,0,19,0,6,4,12.25,6,3,12.666666666666666,JJI-01682
1,1,1,171,1,124.0,121.2,1,0,1,1,0,20,0,0,0,0.0,0,0,0.0,JJI-01689
1,1,1,9147,1,131.0,123.3,0,0,1,1,0,19,0,5,5,11.8,5,4,12.4,JJI-01694
1,1,1,9119,1,131.0,135.9,0,0,1,1,0,18,0,5,2,14.0,5,3,11.0,JJI-01706
1,1,4,9147,1,117.0,117.0,1,0,1,1,0,19,0,5,4,10.75,5,4,12.25,JJI-01708
1,44,1,9991,0,130.0,130.0,0,0,1,0,0,31,0,6,4,12.25,7,7,12.0,JJI-01711
1,44,1,9085,1,140.0,140.0,0,1,0,0,0,24,0,6,4,12.5,6,2,11.5,JJI-01714
2,39,1,9500,1,100.0,130.0,0,0,1,1,1,33,0,8,1,10.0,8,1,10.0,JJI-01718
1,44,1,9130,1,130.0,130.0,1,0,1,0,1,20,0,6,4,12.0,6,4,10.75,JJI-01728
2,39,1,8014,0,140.0,172.0,0,0,1,1,0,44,0,11,9,12.333333333333334,11,9,11.0,JJI-01734
1,1,5,9500,1,130.0,118.1,1,0,1,1,0,18,0,7,6,12.035714285714286,8,7,13.75,JJI-01738
1,17,4,9254,1,122.0,116.1,1,0,1,1,0,19,0,6,5,12.2,6,2,12.0,JJI-01742
1,44,1,9003,1,120.0,120.0,1,0,1,1,0,21,0,9,7,11.285714285714286,8,4,12.25,JJI-01751
1,17,2,9070,1,152.0,134.2,1,0,1,1,0,20,0,6,5,11.8,6,4,12.0,JJI-01753
1,44,1,9119,1,150.0,150.0,0,0,1,1,0,20,0,5,0,0.0,5,2,10.5,JJI-01754
1,1,1,9119,1,150.0,143.4,0,0,0,1,1,18,0,5,5,14.2,5,5,14.2,JJI-01756
1,17,1,171,1,145.0,143.6,0,1,1,1,0,19,0,12,10,12.7,11,10,12.272727272727272,JJI-01757
1,44,1,9254,1,170.0,170.0,0,0,0,1,0,26,0,8,8,15.125,6,6,13.666666666666666,JJI-01768
1,51,1,9147,1,116.0,115.2,0,1,1,1,0,32,0,7,3,12.0,8,3,10.333333333333334,JJI-01770
1,16,3,9853,1,134.0,121.4,1,0,1,0,1,23,0,6,4,14.25,6,5,12.0,JJI-01771
1,39,1,9147,1,133.1,134.8,0,0,1,0,0,24,1,5,2,10.5,5,4,10.0,JJI-01772
1,42,1,9003,1,140.0,140.0,1,0,1,1,0,25,0,6,5,11.666666666666666,6,4,12.0,JJI-01774
1,17,6,9254,1,108.0,112.2,1,0,1,1,0,19,0,6,5,10.8,6,3,10.0,JJI-01775
1,1,1,9670,1,133.1,139.0,0,0,1,1,0,21,0,6,5,12.8,6,5,12.25,JJI-01781
1,17,3,9147,1,122.0,116.1,1,1,1,1,0,19,0,5,4,11.0,5,2,12.0,JJI-01784
1,43,1,9147,1,123.0,110.0,0,0,1,1,0,25,0,5,3,11.0,5,4,11.5,JJI-01786
1,43,1,9500,1,136.0,118.4,1,0,1,0,0,21,0,7,4,13.125,7,6,12.333333333333334,JJI-01795
1,1,3,9119,1,117.0,111.1,0,0,1,1,1,19,0,5,5,11.8,5,3,11.5,JJI-01807
1,1,5,9119,1,131.0,126.8,0,0,0,1,1,18,0,5,5,12.2,5,4,12.0,JJI-01809
1,39,1,9003,1,133.1,140.0,0,1,1,1,0,24,0,6,6,14.88888888888889,6,6,13.727272727272728,JJI-01816
1,43,1,9085,1,130.0,130.0,1,0,0,0,0,19,0,6,5,13.0,6,3,11.666666666666666,JJI-01821
1,1,3,9500,1,122.0,114.8,1,0,1,0,1,19,0,7,4,12.65,7,5,11.1,JJI-01822
1,17,1,9147,1,162.0,138.6,1,0,1,0,0,19,0,5,1,11.0,5,0,0.0,JJI-01823
1,17,1,9085,1,125.0,118.4,1,0,1,0,0,21,0,5,3,11.333333333333334,5,2,10.5,JJI-01828
1,1,1,9147,1,128.0,122.1,0,0,1,0,1,18,0,5,4,11.571428571428571,5,5,12.0,JJI-01830
2,39,1,9500,1,133.1,109.0,1,0,1,0,0,39,0,7,5,12.16,7,5,12.16,JJI-01838
1,1,2,9147,1,128.0,121.0,1,1,1,1,0,20,0,5,5,13.2,5,5,11.4,JJI-01844
1,43,3,9254,1,135.0,122.1,0,0,1,1,0,19,0,6,3,12.5,6,4,11.0,JJI-01850
2,42,1,9991,0,130.0,130.0,0,0,1,1,0,27,0,2,2,12.5,5,2,12.5,JJI-01860
1,39,1,9119,1,110.0,125.9,0,0,1,1,0,34,0,5,0,0.0,5,1,11.0,JJI-01862
2,44,1,9119,1,160.0,160.0,0,1,1,1,0,41,0,7,5,14.333333333333334,6,6,14.636363636363637,JJI-01881
2,39,1,9500,1,133.1,115.2,0,0,1,0,0,48,0,7,4,11.75,7,3,11.725,JJI-01885
1,1,1,171,1,147.0,145.3,1,0,1,0,0,18,0,0,0,0.0,0,0,0.0,JJI-01894
1,1,1,9070,1,124.0,132.1,1,0,1,0,0,19,0,6,2,10.5,6,3,11.0,JJI-01896
1,1,1,9085,1,105.0,102.6,0,0,1,0,0,21,0,6,4,12.0,6,2,11.5,JJI-01897
1,17,1,9853,1,112.0,106.1,1,0,1,0,0,19,0,6,5,12.333333333333334,6,5,11.0,JJI-01909
1,43,1,9670,1,151.0,100.0,0,1,1,0,0,20,0,6,5,12.2,6,5,14.6,JJI-01920
1,44,1,9085,1,140.0,140.0,1,0,1,0,0,20,0,6,5,14.2,6,2,13.5,JJI-01921
1,1,1,9853,1,142.0,132.6,0,0,1,0,0,18,0,6,5,12.8,6,3,10.0,JJI-01923
1,1,1,9070,1,123.0,124.8,0,0,0,0,1,18,0,6,5,11.8,6,5,13.0,JJI-01929
1,1,4,9500,1,140.0,133.8,1,0,1,0,0,17,0,8,5,12.46,8,5,12.46,JJI-01955
1,1,4,9238,1,125.0,122.6,1,0,1,0,0,18,0,6,5,11.833333333333334,6,2,11.5,JJI-01957
1,53,1,9085,1,130.0,130.0,1,1,0,0,0,24,0,9,8,13.125,9,6,13.0,JJI-01960
1,18,1,9500,1,128.0,125.8,0,0,1,0,1,20,0,8,0,0.0,8,0,0.0,JJI-01962
1,1,3,9085,1,135.0,121.0,1,0,1,0,0,18,0,5,3,12.333333333333334,5,5,11.6,JJI-01968
1,17,1,9853,1,146.0,128.2,0,1,1,0,0,18,0,6,4,13.25,6,3,10.666666666666666,JJI-01969
1,51,1,9238,1,122.0,112.6,0,1,1,0,0,20,0,11,8,12.625,10,3,11.0,JJI-01971
1,1,4,9500,1,118.0,110.0,1,0,1,0,0,19,0,7,4,12.85,7,7,12.62142857142857,JJI-01977
1,44,1,9085,1,140.0,140.0,0,0,1,0,0,20,0,6,6,14.285714285714286,6,3,13.0,JJI-01979
2,39,1,9991,0,140.0,130.0,0,0,1,0,0,34,0,5,0,0.0,5,0,0.0,JJI-01988
1,1,5,9670,1,120.0,112.0,1,0,1,0,0,18,0,6,4,11.25,6,5,12.2,JJI-01990
1,39,1,8014,0,120.0,119.5,0,1,1,0,0,25,1,6,6,11.333333333333334,6,4,11.75,JJI-01993
1,1,1,9254,1,100.0,101.8,1,0,1,0,0,21,0,6,5,11.6,6,5,13.0,JJI-02019
2,39,1,9991,0,120.0,170.0,0,0,1,0,0,34,0,5,2,11.5,5,4,11.75,JJI-02025
1,1,2,171,1,127.0,133.5,1,0,1,1,0,17,0,0,0,0.0,0,0,0.0,JJI-02028
1,42,1,9500,1,100.0,153.0,0,0,1,1,0,22,0,6,3,14.5,7,4,14.375,JJI-02036
1,1,6,9500,1,138.0,123.0,1,0,1,0,0,19,0,7,5,13.44,7,6,13.066666666666668,JJI-02054
1,44,1,9085,1,150.0,150.0,0,0,1,0,0,20,0,6,6,13.0,6,2,12.0,JJI-02058
1,18,4,9853,1,123.0,123.7,1,0,1,0,0,19,0,6,5,12.666666666666666,6,5,11.0,JJI-02069
5,1,3,9085,1,133.0,119.7,1,0,1,0,0,21,0,5,5,12.2,5,3,11.333333333333334,JJI-02092
1,17,1,9773,1,133.1,117.0,0,0,1,0,0,21,0,6,5,11.8,6,5,11.833333333333334,JJI-02101
1,43,1,9500,1,127.0,121.1,0,0,1,0,1,18,0,7,5,12.16,7,2,13.4,JJI-02106
1,16,1,9070,1,145.0,146.1,1,0,1,0,0,18,0,6,1,15.0,6,4,12.5,JJI-02107
1,17,1,9085,1,138.0,126.8,1,0,1,0,0,18,0,5,2,11.5,5,3,11.8,JJI-02109
1,44,3,9085,1,150.0,150.0,1,0,1,0,0,19,0,5,1,13.0,5,3,15.333333333333334,JJI-02111
1,17,1,171,1,133.0,134.8,1,0,1,0,0,18,0,0,0,0.0,0,0,0.0,JJI-02120
1,1,1,9085,1,125.0,126.8,0,0,1,0,0,18,0,6,6,12.0,6,4,12.75,JJI-02131
1,17,5,9500,1,137.0,131.1,1,0,1,0,0,18,0,7,7,12.385714285714286,8,7,12.728571428571428,JJI-02141
1,17,1,9130,1,143.0,131.8,1,1,0,0,0,18,0,6,5,12.4,6,5,14.166666666666666,JJI-02146
1,44,1,9085,1,130.0,130.0,1,0,1,0,0,21,0,6,3,11.75,6,5,12.333333333333334,JJI-02152
1,17,2,171,1,137.0,143.3,1,0,1,0,0,18,0,0,0,0.0,0,0,0.0,JJI-02157
1,17,2,9238,1,133.0,136.2,1,0,1,0,0,19,0,6,1,11.5,6,2,10.5,JJI-02185
1,1,1,9070,1,124.0,126.8,0,0,1,0,1,18,0,6,6,12.0,6,5,11.142857142857142,JJI-02187
1,17,1,171,1,144.0,129.3,1,0,1,1,1,18,0,0,0,0.0,0,0,0.0,JJI-02191
1,17,1,9119,1,142.0,127.3,0,0,1,1,0,18,0,5,3,11.0,5,3,11.0,JJI-02194
1,1,2,9773,1,133.1,98.0,1,0,1,1,1,19,0,6,4,12.0,6,6,12.285714285714286,JJI-02196
1,17,2,9147,1,130.0,122.0,1,0,1,1,0,20,0,5,2,10.5,5,4,12.25,JJI-02197
1,43,1,9070,1,117.0,112.5,1,0,1,1,0,19,0,6,3,11.666666666666666,6,4,10.333333333333334,JJI-02198
1,44,1,9119,1,180.0,180.0,0,0,1,1,1,20,0,7,6,14.142857142857142,6,6,14.125,JJI-02206
1,43,1,9147,1,130.0,130.8,0,0,1,1,0,22,0,5,0,0.0,5,3,13.333333333333334,JJI-02208
1,17,2,9147,1,133.1,109.0,1,0,1,1,1,22,0,5,3,12.333333333333334,5,3,10.571428571428571,JJI-02209
1,1,1,9119,1,126.0,130.2,0,0,1,1,0,19,0,5,5,10.2,5,3,12.0,JJI-02213
1,1,2,9773,1,133.0,130.2,0,0,1,1,0,19,0,6,5,12.6,10,8,11.0,JJI-02216
1,43,1,9119,1,146.0,100.0,0,0,1,1,0,18,0,5,4,12.25,5,3,11.666666666666666,JJI-02223
1,17,2,9254,1,118.0,121.2,0,0,1,1,1,18,0,6,3,10.666666666666666,6,4,12.0,JJI-02235
1,1,1,9254,1,123.0,117.8,0,0,1,1,0,19,0,6,4,12.75,6,2,13.0,JJI-02237
1,39,1,9130,1,130.0,110.0,0,0,1,1,0,24,0,6,6,11.333333333333334,6,3,11.333333333333334,JJI-02239
1,39,1,9085,1,133.1,138.3,1,1,0,1,0,25,0,6,0,0.0,6,0,0.0,JJI-02240
2,39,1,9991,0,130.0,127.8,0,0,1,1,0,37,0,5,4,10.75,5,3,11.333333333333334,JJI-02242
1,43,1,9119,1,128.0,100.0,0,0,1,1,0,19,0,5,5,12.0,5,2,10.5,JJI-02243
1,17,1,9500,1,128.0,124.7,0,0,1,1,1,19,0,7,6,12.528571428571428,7,6,12.416666666666666,JJI-02247
1,43,2,9500,1,136.0,124.1,0,0,1,1,1,21,0,8,0,0.0,8,0,0.0,JJI-02248
1,44,1,9003,1,130.0,130.0,0,0,1,1,0,20,0,7,3,10.666666666666666,6,2,11.5,JJI-02258
1,1,2,9670,1,122.0,116.1,0,0,1,1,1,19,0,6,6,13.125,6,6,12.714285714285714,JJI-02261
1,1,1,9853,1,110.0,114.3,1,0,1,1,0,42,0,6,5,12.4,6,5,11.8,JJI-02265
1,18,1,9085,1,106.0,104.6,0,0,0,1,0,21,0,6,5,14.0,6,4,14.8,JJI-02266
1,1,1,9070,1,132.0,136.6,1,0,1,1,0,19,0,6,5,11.4,6,3,11.0,JJI-02279
1,44,1,9003,1,140.0,140.0,0,0,1,1,0,21,0,6,4,11.75,6,4,10.5,JJI-02282
1,1,1,9070,1,140.0,138.3,0,0,1,1,0,20,0,6,6,13.428571428571429,6,4,11.5,JJI-02285
1,42,1,9119,1,136.0,117.5,0,0,1,1,0,19,0,5,4,11.8,5,2,11.5,JJI-02289
1,44,1,9119,1,140.0,140.0,0,0,1,1,0,23,0,7,3,14.0,6,1,14.0,JJI-02301
1,17,1,9070,1,131.0,125.1,0,0,1,1,0,18,0,6,6,12.333333333333334,6,5,10.8,JJI-02302
1,1,1,9147,1,130.0,118.8,0,1,1,1,1,22,0,5,5,10.666666666666666,5,2,11.0,JJI-02303
1,18,5,9119,1,136.0,125.2,1,0,1,1,0,19,0,5,5,11.833333333333334,5,5,14.714285714285714,JJI-02304
1,1,3,9070,1,110.0,107.6,1,0,1,1,1,22,0,6,6,11.666666666666666,6,6,12.166666666666666,JJI-02306
1,43,1,9070,1,160.0,100.0,0,0,1,1,0,38,0,6,5,16.0,6,4,16.5,JJI-02322
1,39,1,9500,1,110.0,126.0,1,0,1,1,0,27,0,7,7,14.085714285714284,7,7,14.085714285714284,JJI-02324
1,51,1,9119,1,129.0,121.6,1,0,1,1,0,19,0,5,0,0.0,5,1,10.0,JJI-02327
1,17,1,9119,1,122.0,114.7,0,0,1,1,0,20,0,5,5,15.8,5,5,13.714285714285714,JJI-02340
1,17,4,9119,1,139.0,133.1,1,0,1,1,0,18,0,5,4,12.5,5,3,14.666666666666666,JJI-02342
1,43,1,9670,1,132.0,120.5,0,0,1,1,0,19,0,6,4,12.5,6,4,13.25,JJI-02347
1,39,1,9119,1,139.0,110.3,0,1,1,1,0,24,0,5,1,10.0,5,1,11.0,JJI-02361
1,44,1,9119,1,140.0,140.0,1,0,1,1,0,22,0,5,0,0.0,5,2,11.666666666666666,JJI-02364
1,1,1,9003,1,144.0,132.8,0,0,1,1,1,19,0,6,4,12.0,6,4,12.5,JJI-02365
1,1,1,171,1,131.0,127.2,1,1,1,1,0,23,0,17,13,12.153846153846152,17,11,11.909090909090908,JJI-02367
1,1,1,9773,1,140.0,133.4,1,0,0,1,0,29,0,6,6,16.5,6,5,13.8,JJI-02369
1,44,1,9003,1,140.0,140.0,0,0,1,1,0,20,0,6,6,11.285714285714286,6,5,11.77777777777778,JJI-02371
1,17,3,171,1,125.0,117.0,1,0,1,1,0,22,0,0,0,0.0,0,0,0.0,JJI-02373
1,1,2,9670,1,117.0,110.7,1,0,1,1,0,20,0,6,5,14.0,6,6,12.0,JJI-02374
1,39,1,9130,1,150.0,160.0,1,0,1,1,0,24,0,5,4,13.75,5,3,12.0,JJI-02375
1,53,1,9003,1,130.0,130.0,0,1,1,1,0,21,0,12,10,11.8,12,9,11.444444444444445,JJI-02384
1,17,1,9119,1,127.0,115.8,0,0,1,1,0,20,0,5,4,11.5,5,0,0.0,JJI-02385
1,1,5,9773,1,125.0,126.1,1,0,1,1,0,22,0,6,5,13.4,6,3,10.666666666666666,JJI-02387
1,1,1,9147,1,135.0,126.3,0,0,1,1,0,18,0,5,2,13.5,5,3,12.333333333333334,JJI-02393
1,43,1,9773,1,128.0,124.2,1,0,1,1,0,22,0,6,3,11.333333333333334,6,3,12.333333333333334,JJI-02396
1,1,2,9773,1,135.0,136.1,1,0,1,1,0,19,0,6,5,11.4,6,5,12.4,JJI-02398
2,39,2,9991,0,150.0,120.0,0,0,1,0,0,43,0,5,3,10.666666666666666,5,4,12.5,JJI-02413
1,39,1,9003,1,133.1,129.8,0,0,1,1,0,24,1,7,7,13.571428571428571,6,5,13.4,JJI-02420
1,17,4,9119,1,135.0,126.6,1,0,1,1,0,18,0,5,4,12.0,5,3,13.0,JJI-02434
2,43,1,9085,1,160.0,120.0,0,0,1,1,0,21,0,5,0,0.0,5,3,11.666666666666666,JJI-02435
1,39,1,8014,0,100.0,108.3,0,0,1,1,0,39,0,6,5,11.4,6,3,11.0,JJI-02442
1,39,1,9500,1,120.0,100.0,0,0,1,1,0,34,0,7,6,11.333333333333334,7,4,12.6,JJI-02446
1,1,1,171,1,130.0,118.1,0,1,0,1,0,18,0,0,0,0.0,0,0,0.0,JJI-02451
1,15,1,171,1,130.0,130.0,0,0,1,1,0,21,1,12,12,15.083333333333334,11,11,13.083333333333334,JJI-02454
1,1,1,9147,1,166.0,146.4,0,0,1,1,0,27,0,5,3,10.0,5,1,13.0,JJI-02458
1,1,1,9119,1,146.0,148.5,1,0,1,1,0,18,0,5,4,10.0,5,1,16.0,JJI-02467
1,44,1,9003,1,140.0,140.0,0,0,1,1,1,20,0,6,5,13.833333333333334,6,6,12.3,JJI-02468
1,44,1,9130,1,150.0,150.0,1,0,1,1,0,19,0,6,5,11.6,6,2,11.0,JJI-02471
1,1,1,9254,1,160.0,140.8,1,0,1,1,0,23,0,6,6,12.666666666666666,6,5,12.2,JJI-02478
1,43,1,171,1,120.0,120.0,1,0,1,1,0,22,0,0,0,0.0,0,0,0.0,JJI-02481
1,17,6,9147,1,133.0,123.2,1,0,1,1,0,20,0,5,3,12.666666666666666,5,2,12.5,JJI-02489
1,17,2,9773,1,124.0,127.9,1,0,1,1,0,20,0,6,3,13.666666666666666,6,4,10.25,JJI-02491
1,1,2,9147,1,128.0,120.3,0,0,1,1,0,19,0,5,5,10.8,5,2,13.5,JJI-02492
1,15,1,9500,1,190.0,190.0,1,0,1,0,0,18,1,7,4,11.575,7,5,12.419999999999998,JJI-02512
1,17,4,9119,1,122.0,121.0,1,0,1,1,0,20,1,5,4,14.25,5,1,10.0,JJI-02516
1,17,1,9130,1,138.0,126.3,1,0,1,0,1,18,0,6,6,12.833333333333334,6,6,13.0,JJI-02534
1,17,2,9853,1,141.0,130.2,1,0,1,0,0,19,0,6,5,11.4,6,4,10.75,JJI-02536
1,43,1,9130,1,100.0,100.0,0,0,1,0,0,19,1,5,5,14.857142857142858,5,5,15.142857142857142,JJI-02537
1,44,1,9003,1,140.0,140.0,0,0,1,0,0,19,0,6,3,11.666666666666666,6,4,11.5,JJI-02545
1,17,3,9070,1,145.0,153.1,1,0,1,0,1,20,0,6,6,12.5,6,6,14.333333333333334,JJI-02552
1,18,4,9119,1,134.0,124.9,1,1,1,1,0,18,0,5,3,10.666666666666666,5,3,11.333333333333334,JJI-02555
1,1,1,9119,1,163.0,150.8,1,0,1,1,0,18,0,5,4,10.5,5,2,10.5,JJI-02556
1,1,2,171,1,165.0,163.6,1,0,1,0,0,18,0,0,0,0.0,0,0,0.0,JJI-02558
1,43,1,9147,1,142.0,115.0,0,0,1,0,0,19,0,5,5,11.5,5,2,10.666666666666666,JJI-02559
1,1,1,9238,1,133.0,126.0,0,0,1,0,0,20,0,6,1,12.0,5,0,0.0,JJI-02564
1,39,1,8014,0,140.0,105.0,0,0,1,0,0,26,0,6,3,10.666666666666666,6,5,11.2,JJI-02568
1,39,1,9147,1,133.1,139.4,0,1,1,0,0,41,0,5,5,11.6,5,5,12.2,JJI-02569
1,39,1,9991,0,150.0,138.5,0,0,1,0,0,26,0,5,4,12.0,5,4,11.25,JJI-02584
1,18,2,9147,1,115.0,108.7,1,0,1,0,0,21,0,5,3,12.0,5,3,12.666666666666666,JJI-02587
1,1,4,9147,1,133.1,106.0,1,0,1,0,0,24,0,5,2,10.5,5,1,11.0,JJI-02588
1,1,4,9853,1,134.0,127.4,1,0,1,0,0,18,0,6,5,12.2,6,5,12.2,JJI-02590
1,1,1,9853,1,133.1,95.0,1,1,0,0,0,22,0,7,6,11.5,7,6,13.166666666666666,JJI-02592
1,17,1,9147,1,115.0,115.0,1,0,1,0,0,23,0,5,2,10.0,5,1,12.0,JJI-02595
1,17,3,9085,1,130.0,121.3,1,0,1,0,0,21,0,5,2,13.0,5,4,12.0,JJI-02599
1,17,3,9853,1,118.0,121.2,1,0,1,0,0,18,0,6,5,13.4,6,5,12.0,JJI-02600
1,17,1,9254,1,122.0,112.9,1,0,1,0,0,22,0,6,4,12.25,6,3,11.333333333333334,JJI-02602
1,42,1,9070,1,100.0,115.9,0,0,1,0,0,29,0,10,9,11.555555555555555,11,10,11.9,JJI-02621
