student_id,program_studi,jalur_masuk,kelompok_usia,status_keuangan,ukt_lunas,menunggak,penerima_beasiswa,rasio_kelulusan,rata_rata_nilai,tren_kelulusan,risk_score,risk_band
JJI-01821,Keperawatan Hewan,Pindahan / Ganti Program,17-19,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,0.6667,12.3333,-0.3333,92.2,Sangat Tinggi
JJI-03326,Desain Animasi & Multimedia,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.4118,10.5,-0.2143,92.1,Sangat Tinggi
JJI-00403,Jurnalistik & Komunikasi,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,11.625,-0.1667,92.1,Sangat Tinggi
JJI-02467,Teknik Informatika,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5,13.0,-0.6,92.0,Sangat Tinggi
JJI-02435,Keperawatan Hewan,Pindahan / Ganti Program,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.3,5.8333,0.6,92.0,Sangat Tinggi
JJI-04270,Desain Komunikasi,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,11.5,-0.8333,91.9,Sangat Tinggi
JJI-00046,Manajemen (kelas malam),Seleksi Reguler,23-25,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5,12.9167,0.2,91.8,Sangat Tinggi
JJI-03512,Pengelolaan Kuda (Equinculture),Pemegang Ijazah/Diploma Lain,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,13.7,-0.5,91.8,Sangat Tinggi
JJI-03357,Teknik Informatika,Pemegang Ijazah/Diploma Lain,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.4,12.8,0.4,91.8,Sangat Tinggi
JJI-03156,Manajemen,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5,10.6667,0.2,91.6,Sangat Tinggi
JJI-03902,Pariwisata,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.5833,11.25,-0.1667,91.5,Sangat Tinggi
JJI-00557,Manajemen,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,11.5,0.0,91.5,Sangat Tinggi
JJI-02109,Keperawatan Hewan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5,11.65,0.2,91.2,Sangat Tinggi
JJI-00998,Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,12.15,-0.5,91.1,Sangat Tinggi
JJI-02194,Teknik Informatika,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,11.0,0.0,91.0,Sangat Tinggi
JJI-00643,Manajemen,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5,11.4167,0.2,90.9,Sangat Tinggi
JJI-00562,Pengelolaan Kuda (Equinculture),Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5,11.8333,0.2,90.9,Sangat Tinggi
JJI-02763,Pekerjaan Sosial (kelas malam),Jalur Usia >23 Tahun,26-30,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.5,12.0,0.0,90.8,Sangat Tinggi
JJI-01114,Manajemen (kelas malam),Jalur Usia >23 Tahun,23-25,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,11.0,0.0,90.5,Sangat Tinggi
JJI-01325,Manajemen,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,11.3333,-0.4,90.5,Sangat Tinggi
JJI-02765,Manajemen (kelas malam),Jalur Usia >23 Tahun,23-25,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,11.125,0.0,90.5,Sangat Tinggi
JJI-01706,Teknik Informatika,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5,12.5,0.2,90.2,Sangat Tinggi
JJI-00380,Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,13.0833,-0.5,90.2,Sangat Tinggi
JJI-01957,Pekerjaan Sosial,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,11.6667,-0.5,90.1,Sangat Tinggi
JJI-02198,Desain Komunikasi,Pindahan / Ganti Program,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,11.0,0.1667,90.0,Sangat Tinggi
JJI-00345,Manajemen,Pindahan / Ganti Program,26-30,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,12.5,-0.4,89.8,Sangat Tinggi
JJI-02393,Manajemen,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5,12.9167,0.2,89.6,Sangat Tinggi
JJI-01658,Keperawatan Hewan,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,11.125,-0.4,89.5,Sangat Tinggi
JJI-03342,Manajemen Periklanan & Pemasaran,Seleksi Reguler,20-22,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,0.75,12.7,-0.1667,89.5,Sangat Tinggi
JJI-03479,Pekerjaan Sosial,Jalur Usia >23 Tahun,26-30,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.5714,10.5,-0.7083,89.4,Sangat Tinggi
JJI-01921,Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,13.85,-0.5,89.1,Sangat Tinggi
JJI-01860,Manajemen (kelas malam),Pindahan / Ganti Program,26-30,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5714,12.5,-0.6,89.1,Sangat Tinggi
JJI-03193,Manajemen,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,11.125,0.0,88.9,Sangat Tinggi
JJI-01850,Pariwisata,Pindahan / Ganti Program,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,11.75,0.1667,88.7,Sangat Tinggi
JJI-00118,Manajemen,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,10.5,0.0,88.7,Sangat Tinggi
JJI-02106,Keperawatan,Pindahan / Ganti Program,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.5,12.78,-0.4286,88.6,Sangat Tinggi
JJI-01742,Pariwisata,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,12.1,-0.5,88.6,Sangat Tinggi
JJI-04012,Manajemen,Kontingen Khusus (Kepulauan),17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,10.65,0.0,88.0,Sangat Tinggi
JJI-03385,Keperawatan Hewan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5,12.9167,0.2,87.9,Sangat Tinggi
JJI-02698,Manajemen Periklanan & Pemasaran,Seleksi Reguler,20-22,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,0.6667,12.825,0.0,87.9,Sangat Tinggi
JJI-02723,Keperawatan Hewan,Pindahan / Ganti Program,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,12.7083,-0.1667,87.8,Sangat Tinggi
JJI-01269,Manajemen (kelas malam),Pemegang Ijazah/Diploma Lain,23-25,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.65,12.4875,-0.1717,87.6,Sangat Tinggi
JJI-01428,Pariwisata,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,13.45,-0.5,87.4,Sangat Tinggi
JJI-03786,Agronomi,Pemegang Ijazah/Diploma Lain,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.5,11.8333,0.0,87.3,Sangat Tinggi
JJI-03516,Jurnalistik & Komunikasi,Pindahan / Ganti Program,23-25,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.4167,12.125,0.5,87.2,Sangat Tinggi
JJI-03151,Pengelolaan Kuda (Equinculture),Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,12.75,-0.4,87.1,Sangat Tinggi
JJI-01971,Pekerjaan Sosial,Pindahan / Ganti Program,20-22,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.5238,11.8125,-0.4273,87.0,Sangat Tinggi
JJI-02242,Manajemen (kelas malam),Jalur Usia >23 Tahun,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,11.0417,-0.2,86.7,Sangat Tinggi
JJI-04199,Pendidikan Dasar,Kontingen Khusus (Kepulauan),20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,12.625,0.1667,86.6,Sangat Tinggi
JJI-02491,Jurnalistik & Komunikasi,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,11.9583,0.1667,86.6,Sangat Tinggi
JJI-02451,Desain Animasi & Multimedia,Seleksi Reguler,17-19,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,0.0,0.0,0.0,86.6,Sangat Tinggi
JJI-02036,Keperawatan,Pindahan / Ganti Program,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5385,14.4375,0.0714,86.5,Sangat Tinggi
JJI-04296,Agronomi,Jalur Usia >23 Tahun,26-30,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6087,11.3125,-0.0154,86.4,Sangat Tinggi
JJI-01923,Pendidikan Dasar,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,11.4,-0.3333,86.3,Sangat Tinggi
JJI-03452,Keperawatan,Jalur Usia >23 Tahun,26-30,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.6429,13.4375,0.1429,86.1,Sangat Tinggi
JJI-01682,Jurnalistik & Komunikasi,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,12.4583,-0.1667,86.1,Sangat Tinggi
JJI-02545,Agronomi,Pemegang Ijazah/Diploma Lain,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,11.5833,0.1667,85.9,Sangat Tinggi
JJI-01534,Teknik Informatika,Pemegang Ijazah/Diploma Lain,26-30,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.7,15.35,-0.2,85.6,Sangat Tinggi
JJI-01330,Keperawatan Hewan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,12.625,-0.1667,85.2,Sangat Tinggi
JJI-01103,Pendidikan Dasar,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,11.125,0.1667,85.2,Sangat Tinggi
JJI-02243,Teknik Informatika,Pindahan / Ganti Program,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,11.25,-0.6,84.8,Sangat Tinggi
JJI-03908,Pekerjaan Sosial,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,13.0833,-0.1667,84.6,Sangat Tinggi
JJI-03647,Keperawatan Hewan,Jalur Usia >23 Tahun,26-30,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,12.275,0.1667,84.5,Sangat Tinggi
JJI-00392,Keperawatan,Jalur Usia >23 Tahun,26-30,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,11.67,-0.0893,84.3,Sangat Tinggi
JJI-01582,Desain Komunikasi,Kontingen Khusus (Kepulauan),17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.4167,11.0,0.5,83.6,Sangat Tinggi
JJI-03467,Manajemen,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,11.75,-0.3,83.5,Sangat Tinggi
JJI-02367,Desain Animasi & Multimedia,Seleksi Reguler,23-25,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.7059,12.0315,-0.1176,83.5,Sangat Tinggi
JJI-02111,Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.4,14.1667,0.4,83.4,Sangat Tinggi
JJI-02279,Desain Komunikasi,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,11.2,-0.3333,83.4,Sangat Tinggi
JJI-00053,Jurnalistik & Komunikasi,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.5833,12.5,-0.1667,83.0,Sangat Tinggi
JJI-00652,Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,23-25,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,0.7143,13.5833,-0.0833,83.0,Sangat Tinggi
JJI-00548,Manajemen Periklanan & Pemasaran,Seleksi Reguler,20-22,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.6667,13.5625,-0.6667,82.9,Sangat Tinggi
JJI-01153,Manajemen,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,12.381,0.0,82.9,Sangat Tinggi
JJI-00646,Manajemen,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.5,11.9167,0.2,82.6,Sangat Tinggi
JJI-00833,Pengelolaan Kuda (Equinculture),Pindahan / Ganti Program,20-22,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.7,12.85,-0.6,82.5,Sangat Tinggi
JJI-02209,Manajemen,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.6,11.4524,0.0,82.5,Sangat Tinggi
JJI-02587,Manajemen,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,12.3333,0.0,82.4,Sangat Tinggi
JJI-01960,Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,23-25,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,0.7778,13.0625,-0.2222,82.2,Sangat Tinggi
JJI-02559,Manajemen,Pindahan / Ganti Program,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,11.0833,-0.6,82.2,Sangat Tinggi
JJI-00325,Keperawatan Hewan,Kontingen Khusus (Kepulauan),17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,11.6667,0.0,82.1,Sangat Tinggi
JJI-03462,Keperawatan,Pindahan / Ganti Program,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.625,13.126,0.0,82.0,Sangat Tinggi
JJI-04398,Pendidikan Dasar,Kontingen Khusus (Kepulauan),20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,12.1333,-0.3333,81.8,Sangat Tinggi
JJI-01414,Jurnalistik & Komunikasi,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.5833,11.3333,-0.1667,81.6,Sangat Tinggi
JJI-00531,Manajemen,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.6,11.6667,0.0,81.5,Sangat Tinggi
JJI-01775,Pariwisata,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,10.4,-0.3333,81.5,Sangat Tinggi
JJI-04082,Keperawatan Hewan,Seleksi Reguler,20-22,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.6,11.25,0.4,81.3,Sangat Tinggi
JJI-02303,Manajemen,Seleksi Reguler,20-22,Perlu perhatian (1 masalah),Ya,Ya,Ya,0.7,10.8333,-0.6,81.0,Sangat Tinggi
JJI-00503,Desain Komunikasi,Seleksi Reguler,17-19,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,0.75,11.5167,-0.1667,80.8,Sangat Tinggi
JJI-03833,Desain Komunikasi,Pindahan / Ganti Program,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,11.6429,0.0,80.8,Sangat Tinggi
JJI-00656,Pekerjaan Sosial,Seleksi Reguler,17-19,Perlu perhatian (1 masalah),Ya,Ya,Ya,0.6667,10.7,-0.3333,80.7,Sangat Tinggi
JJI-02442,Pekerjaan Sosial (kelas malam),Jalur Usia >23 Tahun,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,11.2,-0.3333,80.2,Sangat Tinggi
JJI-01772,Manajemen,Jalur Usia >23 Tahun,23-25,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,10.25,0.4,80.2,Sangat Tinggi
JJI-03610,Desain Animasi & Multimedia,Seleksi Reguler,17-19,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.0,0.0,0.0,80.0,Sangat Tinggi
JJI-04274,Keperawatan Hewan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,13.3333,0.0,79.9,Sangat Tinggi
JJI-03340,Manajemen Periklanan & Pemasaran,Seleksi Reguler,23-25,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,10.8393,0.0,79.8,Sangat Tinggi
JJI-00187,Pekerjaan Sosial,Pindahan / Ganti Program,20-22,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,0.75,10.75,-0.1333,79.8,Sangat Tinggi
JJI-01751,Agronomi,Pemegang Ijazah/Diploma Lain,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6471,11.7679,-0.2778,79.8,Sangat Tinggi
JJI-01603,Pariwisata,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,10.6667,-0.3333,79.7,Sangat Tinggi
JJI-03900,Manajemen,Pemegang Ijazah/Diploma Lain,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,11.925,0.0893,79.5,Sangat Tinggi
JJI-01838,Keperawatan,Jalur Usia >23 Tahun,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7143,12.16,0.0,79.3,Sangat Tinggi
JJI-03427,Manajemen,Seleksi Reguler,23-25,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,10.9,-0.6,79.3,Sangat Tinggi
JJI-03120,Keperawatan Hewan,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,12.3333,0.0,78.9,Sangat Tinggi
JJI-00546,Manajemen,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,10.6,-0.2,78.6,Sangat Tinggi
JJI-02773,Keperawatan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.625,12.858,0.0,78.5,Sangat Tinggi
JJI-03919,Manajemen Periklanan & Pemasaran,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,13.0,0.0,78.4,Sangat Tinggi
JJI-02282,Agronomi,Pemegang Ijazah/Diploma Lain,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,11.125,0.0,78.3,Sangat Tinggi
JJI-01504,Keperawatan,Jalur Usia >23 Tahun,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7143,12.09,0.0,78.3,Sangat Tinggi
JJI-02223,Teknik Informatika,Pindahan / Ganti Program,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,11.9583,-0.2,78.2,Sangat Tinggi
JJI-02375,Pengelolaan Kuda (Equinculture),Jalur Usia >23 Tahun,23-25,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,12.875,-0.2,78.1,Sangat Tinggi
JJI-00112,Manajemen,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.6,12.0,0.0,78.1,Sangat Tinggi
JJI-03074,Teknik Informatika,Jalur Usia >23 Tahun,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,12.8333,-0.2,78.1,Sangat Tinggi
JJI-01065,Pendidikan Dasar,Seleksi Reguler,17-19,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.75,12.675,-0.1667,78.0,Sangat Tinggi
JJI-04065,Desain Animasi & Multimedia,Seleksi Reguler,20-22,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.6765,11.5417,-0.0588,77.9,Sangat Tinggi
JJI-02266,Keperawatan Hewan,Seleksi Reguler,20-22,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,0.75,14.4,-0.1667,77.9,Sangat Tinggi
JJI-00542,Manajemen,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,11.0,-0.6,77.7,Sangat Tinggi
JJI-02025,Manajemen (kelas malam),Jalur Usia >23 Tahun,31-40,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6,11.625,0.4,77.7,Sangat Tinggi
JJI-02107,Desain Komunikasi,Kontingen Khusus (Kepulauan),17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.4167,13.75,0.5,77.5,Sangat Tinggi
JJI-00547,Teknik Informatika,Jalur Usia >23 Tahun,23-25,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,13.85,-0.6,77.1,Sangat Tinggi
JJI-00117,Pekerjaan Sosial,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.5,10.375,0.3333,76.6,Sangat Tinggi
JJI-00592,Keperawatan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6429,12.075,0.1429,76.5,Sangat Tinggi
JJI-02342,Teknik Informatika,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,13.5833,-0.2,76.4,Sangat Tinggi
JJI-01390,Keperawatan Hewan,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,11.05,-0.2,76.1,Sangat Tinggi
JJI-01334,Pekerjaan Sosial,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.5833,11.6,0.1667,75.9,Sangat Tinggi
JJI-01955,Keperawatan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.625,12.46,0.0,75.9,Sangat Tinggi
JJI-00484,Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,12.8333,-0.6667,75.7,Sangat Tinggi
JJI-03219,Pekerjaan Sosial (kelas malam),Pindahan / Ganti Program,23-25,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,11.2857,-0.0559,75.6,Sangat Tinggi
JJI-02434,Teknik Informatika,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,12.5,-0.2,75.5,Sangat Tinggi
JJI-04286,Manajemen,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,11.375,-0.2,75.4,Sangat Tinggi
JJI-00494,Keperawatan Hewan,Seleksi Reguler,20-22,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.75,12.3667,-0.1667,75.3,Sangat Tinggi
JJI-02387,Jurnalistik & Komunikasi,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,12.0333,-0.3333,75.1,Sangat Tinggi
JJI-04276,Teknik Informatika,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,12.6667,-0.2,74.9,Sangat Tinggi
JJI-04172,Pekerjaan Sosial,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.3333,5.5,0.6667,74.7,Sangat Tinggi
JJI-01230,Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,20-22,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.7222,12.725,-0.3333,74.6,Sangat Tinggi
JJI-02235,Pariwisata,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.5833,11.3333,0.1667,74.5,Sangat Tinggi
JJI-04321,Manajemen,Mahasiswa Internasional,20-22,Perlu perhatian (1 masalah),Ya,Ya,Tidak,0.7,11.7917,0.2,74.4,Sangat Tinggi
JJI-02058,Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,12.5,-0.6667,74.4,Sangat Tinggi
JJI-02481,Desain Animasi & Multimedia,Pindahan / Ganti Program,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.0,0.0,0.0,73.5,Sangat Tinggi
JJI-02512,Keperawatan,Mahasiswa Internasional,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6429,11.9975,0.1429,73.4,Sangat Tinggi
JJI-01090,Desain Animasi & Multimedia,Pindahan / Ganti Program,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.0,0.0,0.0,72.9,Sangat Tinggi
JJI-02492,Manajemen,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,12.15,-0.6,72.8,Sangat Tinggi
JJI-01133,Manajemen,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7,10.8333,-0.2,72.7,Sangat Tinggi
JJI-02347,Manajemen Periklanan & Pemasaran,Pindahan / Ganti Program,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,12.875,0.0,72.2,Sangat Tinggi
JJI-02120,Desain Animasi & Multimedia,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.0,0.0,0.0,72.1,Sangat Tinggi
JJI-03584,Manajemen,Seleksi Reguler,17-19,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,0.9,11.5,0.2,71.7,Sangat Tinggi
JJI-02987,Pendidikan Dasar,Pindahan / Ganti Program,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6667,11.875,0.0,71.1,Sangat Tinggi
JJI-01429,Pekerjaan Sosial,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,0.5833,11.225,0.1667,70.8,Sangat Tinggi
JJI-00110,Pendidikan Dasar,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6429,12.3333,-0.4286,70.8,Sangat Tinggi
JJI-03438,Manajemen (kelas malam),Pindahan / Ganti Program,26-30,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.68,10.4167,0.1346,70.5,Sangat Tinggi
JJI-01154,Keperawatan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7143,13.35,0.0,70.4,Sangat Tinggi
JJI-00365,Keperawatan,Seleksi Reguler,17-19,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.7143,13.98,0.0,70.3,Sangat Tinggi
JJI-03895,Keperawatan,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.6429,13.535,0.1429,70.0,Sangat Tinggi
JJI-01689,Desain Animasi & Multimedia,Seleksi Reguler,20-22,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,0.0,0.0,0.0,69.6,Sangat Tinggi
