student_id,status,is_dropout,risk_score,risk_band,is_flagged,sumber_skor,program_studi,jalur_masuk,jalur_masuk_detail,waktu_kuliah,jenis_kelamin,status_pernikahan,kelompok_usia,usia_saat_daftar,band_nilai_masuk,nilai_masuk,status_keuangan,ukt_lunas,menunggak,penerima_beasiswa,perantau,mahasiswa_internasional,band_kelulusan_sks,band_nilai_semester,rasio_kelulusan,rata_rata_nilai,tren_kelulusan,total_mk_lulus,mk_lulus_sem1,mk_lulus_sem2,nilai_sem1,nilai_sem2
JJI-00404,Enrolled,,17.2,Rendah,0,prediksi (mahasiswa aktif),Pariwisata,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,127.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,0.8333,12.375,-0.3333,10,6,4,12.0,12.75
JJI-00405,Graduate,0,2.7,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,19,130-140,131.3,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,>14,0.875,14.7314,0.0,14,7,7,14.7314,14.7314
JJI-00406,Graduate,0,59.5,Tinggi,1,out-of-fold (data berlabel),Desain Animasi & Multimedia,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,130-140,137.1,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-00407,Graduate,0,5.1,Rendah,0,out-of-fold (data berlabel),Desain Komunikasi,Pemegang Ijazah/Diploma Lain,Pemegang ijazah pendidikan tinggi lain,Kelas Siang,Perempuan,Lajang,20-22,21,<120,120.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,1.0,13.9327,0.0,25,13,12,13.6154,14.25
JJI-00408,Graduate,0,20.4,Sedang,0,out-of-fold (data berlabel),Manajemen (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Perempuan,Lajang,26-30,27,130-140,139.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,>14,1.0,15.3,0.0,10,5,5,15.8,14.8
JJI-00409,Graduate,0,1.9,Rendah,0,out-of-fold (data berlabel),Pekerjaan Sosial,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,129.1,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,>14,1.0,14.619,0.0,12,6,6,14.6667,14.5714
JJI-00410,Dropout,1,99.9,Sangat Tinggi,1,out-of-fold (data berlabel),Keperawatan Hewan,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Perempuan,Bercerai,23-25,25,120-130,128.2,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-00411,Graduate,0,3.7,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,120.8,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,>14,0.875,14.6543,0.0,14,7,7,14.6543,14.6543
JJI-00412,Graduate,0,6.2,Rendah,0,out-of-fold (data berlabel),Keperawatan,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Perempuan,Lajang,23-25,24,130-140,135.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,0.875,12.4014,0.0,14,7,7,12.4014,12.4014
JJI-00413,Graduate,0,15.4,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,20,<120,118.9,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,0.9333,12.8295,-0.125,14,7,7,11.5875,14.0714
JJI-00414,Graduate,0,20.8,Sedang,0,out-of-fold (data berlabel),Manajemen (kelas malam),Pemegang Ijazah/Diploma Lain,Pemegang ijazah pendidikan tinggi lain,Kelas Malam,Perempuan,Lajang,26-30,26,130-140,140.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,>14,1.0,14.8,0.0,10,5,5,14.0,15.6
JJI-00415,Graduate,0,2.9,Rendah,0,out-of-fold (data berlabel),Pekerjaan Sosial,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,20,120-130,127.1,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,1.0,12.0833,0.0,12,6,6,12.3333,11.8333
JJI-00416,Graduate,0,7.2,Rendah,0,out-of-fold (data berlabel),Keperawatan Hewan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,130-140,137.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,>14,1.0,14.7,0.0,10,5,5,14.0,15.4
JJI-00417,Graduate,0,10.3,Rendah,0,out-of-fold (data berlabel),Keperawatan Hewan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,127.4,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,1.0,13.8029,0.0,12,6,6,15.2308,12.375
JJI-00418,Dropout,1,81.6,Sangat Tinggi,1,out-of-fold (data berlabel),Pendidikan Dasar,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,23-25,23,<120,97.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,10-12,0.6667,11.3,-0.3333,8,5,3,11.6,11.0
JJI-00419,Graduate,0,8.8,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,126.3,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,10-12,0.8571,11.6,0.0,12,6,6,11.6,11.6
JJI-00420,Dropout,1,99.1,Sangat Tinggi,1,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,127.5,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-00421,Graduate,0,2.5,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,126.6,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,12-14,1.0,12.9979,0.0,15,7,8,12.9014,13.0944
JJI-00422,Graduate,0,12.1,Rendah,0,out-of-fold (data berlabel),Manajemen (kelas malam),Pindahan / Ganti Program,Transfer,Kelas Malam,Perempuan,Lajang,26-30,30,<120,120.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,>14,1.0,14.4714,0.0,12,7,5,14.1429,14.8
JJI-00423,Dropout,1,99.6,Sangat Tinggi,1,out-of-fold (data berlabel),Keperawatan Hewan,Pemegang Ijazah/Diploma Lain,Pemegang diploma spesialisasi teknologi,Kelas Siang,Perempuan,Lajang,26-30,29,130-140,140.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-00424,Graduate,0,7.5,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,130-140,131.5,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,1.0,13.2538,0.0,16,8,8,13.2538,13.2538
JJI-00425,Graduate,0,8.2,Rendah,0,out-of-fold (data berlabel),Kesehatan Gigi,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,20-22,20,<120,112.2,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,1.0,13.9429,0.0,15,7,8,13.7857,14.1
JJI-00426,Graduate,0,2.3,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,20,>150,150.5,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,0.8571,13.9167,0.0,12,6,6,13.9167,13.9167
JJI-00427,Graduate,0,5.8,Rendah,0,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,121.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,1.0,13.5357,0.0,12,6,6,13.5,13.5714
JJI-00428,Enrolled,,98.8,Sangat Tinggi,1,prediksi (mahasiswa aktif),Manajemen,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,20-22,20,<120,112.2,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,1-50%,10-12,0.5,11.0,-0.2,5,3,2,11.3333,10.6667
JJI-00429,Dropout,1,98.3,Sangat Tinggi,1,out-of-fold (data berlabel),Keperawatan Hewan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Duda/Janda,20-22,21,120-130,129.4,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-00430,Graduate,0,49.1,Tinggi,1,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,19,<120,114.4,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,51-80%,12-14,0.75,13.05,-0.1667,9,5,4,11.5,14.6
JJI-00431,Graduate,0,2.3,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,120.3,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,0.875,12.0829,0.0,14,7,7,12.0829,12.0829
JJI-00432,Graduate,0,20.3,Sedang,0,out-of-fold (data berlabel),Pekerjaan Sosial (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Perempuan,Lajang,26-30,27,<120,120.0,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,12-14,0.9167,12.3167,-0.1667,11,6,5,11.8333,12.8
JJI-00433,Graduate,0,2.2,Rendah,0,out-of-fold (data berlabel),Manajemen,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,19,<120,114.5,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,1.0,12.9,0.0,10,5,5,13.4,12.4
JJI-00434,Dropout,1,94.2,Sangat Tinggi,1,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,127.8,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-00435,Graduate,0,14.0,Rendah,0,out-of-fold (data berlabel),Jurnalistik & Komunikasi,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,124.6,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,>14,0.9167,14.3857,0.1667,11,5,6,14.2,14.5714
JJI-00436,Graduate,0,2.8,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,130-140,130.3,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,0.875,13.8143,0.0,14,7,7,13.8143,13.8143
JJI-00437,Enrolled,,34.8,Sedang,0,prediksi (mahasiswa aktif),Pariwisata,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,20-22,20,<120,118.2,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,10-12,0.8333,10.875,0.3333,10,4,6,11.25,10.5
JJI-00438,Graduate,0,1.8,Rendah,0,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,<120,118.8,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,>14,1.0,14.0833,0.0,12,6,6,14.5,13.6667
JJI-00439,Dropout,1,98.8,Sangat Tinggi,1,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,130-140,133.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-00440,Graduate,0,22.5,Sedang,0,out-of-fold (data berlabel),Keperawatan,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Perempuan,Menikah,31-40,36,120-130,129.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,10-12,0.8571,11.3,0.0,12,6,6,11.3,11.3
JJI-00441,Enrolled,,95.5,Sangat Tinggi,1,prediksi (mahasiswa aktif),Kesehatan Gigi,Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Perempuan,Lajang,17-19,18,<120,100.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,1-50%,0-10,0.1667,8.0,0.25,1,0,1,0.0,16.0
JJI-00442,Enrolled,,95.3,Sangat Tinggi,1,prediksi (mahasiswa aktif),Pengelolaan Kuda (Equinculture),Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,120.7,Perlu perhatian (1 masalah),Ya,Ya,Tidak,Ya,Tidak,1-50%,10-12,0.4,12.0,0.4,4,1,3,12.0,12.0
JJI-00443,Graduate,0,6.3,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,19,130-140,132.5,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,0.875,12.3,0.0,14,7,7,12.3,12.3
JJI-00444,Graduate,0,3.1,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,120.3,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,0.875,12.6943,0.0,14,7,7,12.6943,12.6943
JJI-00445,Graduate,0,24.4,Sedang,0,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,18,<120,114.6,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,51-80%,10-12,0.8,11.0,0.0,8,4,4,11.0,11.0
JJI-00446,Graduate,0,2.5,Rendah,0,out-of-fold (data berlabel),Pekerjaan Sosial,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,<120,116.5,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,1.0,13.5833,0.0,12,6,6,13.0,14.1667
JJI-00447,Graduate,0,5.7,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,127.8,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,>14,1.0,15.2312,0.0,15,7,8,14.4125,16.05
JJI-00448,Dropout,1,5.3,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,129.9,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,1.0,13.4956,0.0,15,7,8,12.9288,14.0625
JJI-00449,Graduate,0,15.0,Rendah,0,out-of-fold (data berlabel),Jurnalistik & Komunikasi,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,20,<120,118.9,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,0.9167,13.0667,-0.1667,11,6,5,13.3333,12.8
JJI-00450,Enrolled,,7.8,Rendah,0,prediksi (mahasiswa aktif),Pariwisata,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,20,<120,114.3,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,0.8333,12.8,0.0,10,5,5,12.8,12.8
JJI-00451,Graduate,0,3.5,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 3,Kelas Siang,Perempuan,Lajang,20-22,20,<120,114.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,>14,0.875,14.4029,0.0,14,7,7,14.4029,14.4029
JJI-00452,Graduate,0,1.8,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,123.0,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,0.875,13.3814,0.0,14,7,7,13.3814,13.3814
JJI-00453,Graduate,0,4.2,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,122.1,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,>14,1.0,14.0575,0.0,15,7,8,14.1312,13.9838
JJI-00454,Graduate,0,5.0,Rendah,0,out-of-fold (data berlabel),Keperawatan Hewan,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,123.7,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,1.0,12.1571,0.0,10,5,5,11.7143,12.6
JJI-00455,Enrolled,,21.0,Sedang,0,prediksi (mahasiswa aktif),Manajemen,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,130-140,132.4,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,10-12,0.9,11.525,-0.2,9,5,4,11.8,11.25
JJI-00456,Graduate,0,76.4,Sangat Tinggi,1,out-of-fold (data berlabel),Pekerjaan Sosial (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Perempuan,Menikah,41+,44,<120,114.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,51-80%,10-12,0.6667,11.0833,-0.6667,8,6,2,11.1667,11.0
JJI-00457,Dropout,1,100.0,Sangat Tinggi,1,out-of-fold (data berlabel),Agronomi,Pemegang Ijazah/Diploma Lain,Pemegang ijazah pendidikan tinggi lain,Kelas Siang,Perempuan,Lajang,31-40,32,120-130,130.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-00458,Dropout,1,25.4,Sedang,0,out-of-fold (data berlabel),Pendidikan Dasar,Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Perempuan,Lajang,20-22,22,120-130,122.3,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,0.8333,12.8,0.0,10,5,5,13.6,12.0
JJI-00459,Graduate,0,22.4,Sedang,0,out-of-fold (data berlabel),Agronomi,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Perempuan,Menikah,31-40,36,>150,152.4,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,0.9583,13.9685,-0.0833,23,12,11,13.8462,14.0909
JJI-00460,Graduate,0,3.6,Rendah,0,out-of-fold (data berlabel),Jurnalistik & Komunikasi,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,120.1,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,12-14,1.0,12.9167,0.0,12,6,6,12.5,13.3333
JJI-00461,Graduate,0,19.0,Rendah,0,out-of-fold (data berlabel),Pengelolaan Kuda (Equinculture),Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,20,>150,155.1,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,>14,1.0,15.5,0.0,10,5,5,16.4,14.6
JJI-00462,Graduate,0,4.3,Rendah,0,out-of-fold (data berlabel),Desain Komunikasi,Pindahan / Ganti Program,Pindah institusi/program studi,Kelas Siang,Perempuan,Lajang,20-22,20,120-130,124.5,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,12-14,1.0,13.6364,0.0,22,11,11,13.8182,13.4545
JJI-00463,Graduate,0,43.6,Tinggi,1,out-of-fold (data berlabel),Pekerjaan Sosial,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,126.9,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,51-80%,10-12,0.75,10.55,-0.1667,9,5,4,10.6,10.5
JJI-00464,Graduate,0,32.8,Sedang,0,out-of-fold (data berlabel),Manajemen,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Perempuan,Lajang,23-25,24,>150,153.2,Perlu perhatian (1 masalah),Ya,Ya,Tidak,Ya,Tidak,81-100%,10-12,1.0,11.2,0.0,10,5,5,10.2,12.2
JJI-00465,Enrolled,,37.9,Tinggi,1,prediksi (mahasiswa aktif),Pekerjaan Sosial,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,20-22,20,120-130,129.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,51-80%,10-12,0.75,10.5,-0.1667,9,5,4,10.6,10.4
JJI-00466,Dropout,1,71.2,Sangat Tinggi,1,out-of-fold (data berlabel),Pekerjaan Sosial (kelas malam),Pindahan / Ganti Program,Pindah program studi,Kelas Malam,Perempuan,Lajang,26-30,27,130-140,135.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,51-80%,10-12,0.6667,11.1222,-0.4455,14,9,5,11.4444,10.8
JJI-00467,Enrolled,,16.3,Rendah,0,prediksi (mahasiswa aktif),Pendidikan Dasar,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,20,130-140,131.3,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,0.9286,13.4792,0.1667,13,5,8,14.3333,12.625
JJI-00468,Graduate,0,6.0,Rendah,0,out-of-fold (data berlabel),Pekerjaan Sosial,Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Perempuan,Lajang,23-25,23,120-130,125.2,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,12-14,1.0,13.1333,0.0,29,16,13,13.0,13.2667
JJI-00469,Graduate,0,6.9,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,140-150,141.3,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,1.0,13.31,0.0,16,8,8,13.31,13.31
JJI-00470,Graduate,0,16.1,Rendah,0,out-of-fold (data berlabel),Pekerjaan Sosial,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,18,<120,117.1,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,10-12,0.8333,11.3857,0.0,10,5,5,10.5714,12.2
JJI-00471,Graduate,0,3.2,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,20-22,20,120-130,126.5,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,0.875,13.4871,0.0,14,7,7,13.4871,13.4871
JJI-00472,Graduate,0,2.7,Rendah,0,out-of-fold (data berlabel),Pariwisata,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,20,120-130,120.1,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,12-14,1.0,12.0833,0.0,12,6,6,12.3333,11.8333
JJI-00473,Dropout,1,17.2,Rendah,0,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,23-25,23,120-130,128.4,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,0.9167,12.3542,-0.1667,11,6,5,11.875,12.8333
JJI-00474,Graduate,0,1.9,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,20,130-140,140.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,0.8571,13.9667,0.0,12,6,6,13.9667,13.9667
JJI-00475,Dropout,1,100.0,Sangat Tinggi,1,out-of-fold (data berlabel),Pariwisata,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Perempuan,Lajang,26-30,28,<120,110.0,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-00476,Graduate,0,16.5,Rendah,0,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,21,<120,116.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,0.9,12.15,0.2,9,4,5,11.5,12.8
JJI-00477,Dropout,1,96.1,Sangat Tinggi,1,out-of-fold (data berlabel),Kesehatan Gigi,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,21,<120,104.5,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,1-50%,0-10,0.2222,6.25,-1.0,2,2,0,12.5,0.0
